Date;Town;Articlegroup;CustomerName;CustomerNo;Article;UnitPrice;Quantity;Amount;intArticleRow;intCustomerRow
2012-05-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2010-06-16;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-07-18;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2011-03-06;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2011-03-18;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-10-14;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2011-07-15;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2010-08-14;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2013-09-04;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-09-08;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-10-07;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2011-04-25;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2013-08-28;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-05-05;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2011-10-07;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2011-02-07;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-10-19;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2010-04-07;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-08-23;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2011-10-18;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-12-29;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2011-03-08;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2013-08-03;Dublin;Software;Billing Service Co.;10005;WebServer;99,99;1;99,99;12;6
2010-04-06;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-04-11;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-05-25;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2012-11-09;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2013-01-12;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2012-08-15;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-06-26;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-09-11;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2011-09-12;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2011-12-17;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2013-06-19;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-03-21;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2013-12-06;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2012-05-22;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2010-10-23;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2011-10-23;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2013-05-01;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-05-29;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2012-09-16;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2013-04-24;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2012-10-26;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2011-03-20;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2012-07-08;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2011-11-02;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-11-08;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2012-08-03;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2013-08-16;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2011-04-25;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2013-12-27;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2013-12-21;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-06-18;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-09-20;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2011-02-16;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-07-25;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2011-02-25;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2011-02-22;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-05-22;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2011-04-09;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2011-12-09;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-04-28;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-07-19;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-09-18;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2011-05-04;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2012-07-25;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2011-07-22;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2013-10-04;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-04-27;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2010-08-16;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-09-24;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-09-28;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2013-05-20;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-05-06;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2013-07-18;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2013-05-22;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-03-28;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2011-11-05;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2011-11-11;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-05-12;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2010-04-07;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-10-13;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2013-09-28;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-11-18;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2013-07-21;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-04-07;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2010-03-25;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2012-05-23;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-10-02;Dublin;Software;Billing Service Co.;10005;WebServer;99,99;1;99,99;12;6
2010-10-30;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2012-10-14;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-08-23;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2010-09-18;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2012-06-20;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2012-02-10;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-03-08;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-05-24;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-01-14;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-07-02;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2011-11-28;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2013-04-01;London;Hardware;HAL Inc.;10002;PC Mouse USB;9,99;1;9,99;2;3
2013-09-26;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2011-10-02;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2012-03-15;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2010-06-06;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2013-12-19;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-02-06;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2013-08-24;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-01-29;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2012-08-06;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2011-07-03;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2013-10-29;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2013-07-02;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2013-06-02;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2011-09-15;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2011-10-03;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-06-20;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2010-07-21;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2013-04-13;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-04-26;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-04-08;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2011-06-28;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2010-04-17;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-08-08;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2012-01-03;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2011-08-04;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2011-07-15;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2011-12-06;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2013-06-02;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2010-02-27;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2011-04-20;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2013-12-05;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2013-08-22;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-02-26;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2010-05-06;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-08-26;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2012-02-02;London;Hardware;HAL Inc.;10002;PC Mouse USB;9,99;1;9,99;2;3
2011-03-22;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2013-10-24;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2012-01-26;Rom;Software;Taders Ldt.;10008;WebServer;99,99;1;99,99;12;9
2012-06-19;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2010-06-07;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2012-11-06;Berlin;Hardware;LCD Consulting;10001;PC Mouse USB;9,99;1;9,99;2;2
2010-02-08;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2011-07-17;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2013-08-04;Berlin;Software;LCD Consulting;10001;WebServer;99,99;1;99,99;12;2
2010-05-13;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2012-11-07;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-02-12;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2012-09-02;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2011-03-27;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2011-03-09;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2013-05-01;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2011-05-19;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-01-02;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2010-04-26;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2013-06-13;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2013-06-24;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-06-10;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2010-04-26;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-04-03;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2012-05-14;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2010-06-21;Tokio;Software;Dr. Foo;10003;WebServer;99,99;1;99,99;12;4
2011-05-29;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2010-07-22;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2011-12-11;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2010-11-23;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2012-05-08;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2011-05-06;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-11-13;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-04-28;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2011-06-26;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2013-05-29;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2013-04-15;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2011-03-14;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2013-11-21;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-04-20;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2011-11-03;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2013-07-07;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2010-09-23;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-06-16;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2013-10-15;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2012-01-22;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-05-02;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2010-11-05;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-02-20;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-10-15;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2011-05-21;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2010-02-14;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-05-14;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2011-08-10;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2013-10-11;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2010-09-12;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2013-07-06;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2011-05-22;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2012-06-07;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-03-23;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-07-05;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-07-07;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2011-02-13;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-02-04;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2011-09-18;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-12-01;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2012-06-09;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-01-12;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-03-19;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-06-26;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2012-04-08;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2012-07-29;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2011-11-07;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2011-02-15;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-08-24;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2013-05-07;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2011-05-22;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2012-07-19;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2010-10-10;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-08-11;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2011-03-12;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-07-07;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2011-07-21;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2010-04-20;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-08-26;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2010-06-10;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2012-10-18;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2011-03-16;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2011-09-17;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2010-05-21;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2013-03-14;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2012-07-03;Berlin;Software;LCD Consulting;10001;PC Operating System;89;1;89;7;2
2011-07-24;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-10-29;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2013-06-10;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-08-16;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2011-09-16;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-04-11;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2012-07-17;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2013-06-15;Berlin;Hardware;LCD Consulting;10001;PC Mouse USB;9,99;1;9,99;2;2
2011-03-04;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-08-23;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2012-03-05;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2013-02-22;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2010-04-03;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2013-11-29;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2013-06-20;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2011-05-25;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2010-02-23;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-10-28;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2013-04-09;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-10-06;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-02-24;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2012-10-25;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2012-01-04;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2012-08-04;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2013-09-18;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2013-01-09;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2012-02-07;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2013-03-27;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2012-04-22;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2010-06-03;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2013-06-17;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2012-07-21;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-09-05;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2013-06-08;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2010-04-06;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-07-28;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2013-07-09;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2013-11-21;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2011-09-07;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2013-02-22;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-03-09;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2013-09-18;London;Software;HAL Inc.;10002;WebServer;99,99;1;99,99;12;3
2011-07-27;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-01-29;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2010-05-24;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-01-04;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2013-05-26;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2011-10-26;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2011-03-06;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2012-07-24;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-07-06;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-03-10;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2011-10-22;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2011-08-10;Berlin;Software;LCD Consulting;10001;Office Suite;789;1;789;8;2
2013-11-15;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2011-03-28;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-02-15;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2012-04-24;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2010-02-12;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2010-03-01;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-11-20;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
